,city,colors,shape,state,time
460,St. Paul,,LIGHT,MN,1957-10-05 19:00:00
461,England,,DISK,AR,1957-10-15 01:45:00
462,New York City,,,NY,1957-10-15 02:00:00
463,Houston,,LIGHT,TX,1957-10-15 20:30:00
464,Commerce City,,FIREBALL,CO,1957-10-15 22:00:00
465,Teaneck,,CYLINDER,NJ,1957-11-10 17:00:00
466,Corpus Christi,,LIGHT,TX,1957-11-10 19:00:00
467,St Lawrence Island,,OTHER,AK,1957-11-10 20:00:00
468,Madison,,CIGAR,WI,1957-12-28 00:00:00
469,Madison,,CIGAR,WI,1957-12-28 00:00:00
470,Pep,,FIREBALL,TX,1958-01-01 22:00:00
471,Howell,,CIGAR,MI,1958-02-15 02:30:00
472,Winooski,,OVAL,VT,1958-04-17 21:30:00
473,Winooski,,OVAL,VT,1958-04-17 21:30:00
474,Palmer Park,,SPHERE,MD,1958-05-05 20:00:00
475,North Hollywood,,CIRCLE,CA,1958-05-07 10:00:00
476,Cincinnati,,DIAMOND,OH,1958-05-16 00:00:00
477,North Hollywood,,SPHERE,CA,1958-05-20 00:00:00
478,Middlesex,,CIRCLE,NC,1958-06-01 02:00:00
479,San Francisco,,OVAL,CA,1958-06-01 19:00:00
480,New York City,,OVAL,NY,1958-06-01 21:00:00
481,Timpson,,LIGHT,TX,1958-06-01 22:00:00
482,Grand Island,,CIRCLE,NE,1958-06-01 22:30:00
483,Cincinnati,,DIAMOND,OH,1958-06-06 09:30:00
484,Baldwin Park,,CIGAR,CA,1958-06-10 12:00:00
485,Florala ?,,DISK,AL,1958-06-15 00:00:00
486,Mountain View,,OTHER,MO,1958-06-15 00:00:00
487,Coffeyville,,CIGAR,KS,1958-06-15 15:00:00
488,Yonkers,,LIGHT,NY,1958-06-15 15:00:00
489,Menlo Park,,LIGHT,CA,1958-06-15 19:15:00
490,Houston,,DISK,TX,1958-06-15 20:00:00
491,Oklahoma,,LIGHT,OK,1958-06-15 22:00:00
492,Pawnee,,,OK,1958-06-15 23:00:00
493,Pawnee,,LIGHT,OK,1958-06-15 23:00:00
494,Silverdale,,CYLINDER,WA,1958-06-30 12:00:00
495,Conyers,,TEARDROP,GA,1958-06-30 13:00:00
496,Camden,,DISK,ME,1958-06-30 16:00:00
497,Fort Worth,,DISK,TX,1958-06-30 20:00:00
498,Durham,,LIGHT,KS,1958-06-30 21:30:00
499,Thibodaux,,FIREBALL,LA,1958-06-30 23:00:00
500,Osmond,,,NE,1958-07-01 04:48:00
501,Muncie,,,IN,1958-07-01 21:00:00
502,Cheektowaga,,TEARDROP,NY,1958-07-10 09:00:00
503,Woodland Hills,,LIGHT,FL,1958-07-10 17:00:00
504,no data,,DISK,UT,1958-07-11 23:00:00
505,Novato,,DISK,CA,1958-07-15 17:30:00
506,Rock Springs,,DISK,WY,1958-07-20 21:30:00
507,Randallstown,,TRIANGLE,MD,1958-07-30 22:00:00
508,Derby,,DISK,CT,1958-08-01 19:00:00
509,Scarborough,,DISK,ME,1958-08-08 15:00:00
510,Bellevue,,LIGHT,WA,1958-08-10 21:30:00
511,Monroe,,OVAL,GA,1958-08-15 14:00:00
512,Fargo,,DISK,ND,1958-09-01 20:00:00
513,Perry,RED,TRIANGLE,IA,1958-09-01 21:00:00
514,Arthur,,,ND,1958-09-07 19:00:00
515,Ashland,,CIRCLE,KY,1958-09-14 19:30:00
516,Davis Jct.,,FIREBALL,IL,1958-09-20 22:20:00
517,Phelps County,,DISK,NE,1958-09-25 19:00:00
518,St. Paul,,OTHER,MN,1958-10-20 21:00:00
519,Terrebonne,,,OR,1958-10-25 20:00:00
520,Riverside,,LIGHT,IL,1958-10-30 01:00:00
521,Greenville,,DISK,RI,1958-11-15 22:30:00
522,Milwaukee,,DISK,WI,1958-11-25 23:00:00
523,South San Francisco,,DISK,CA,1959-01-10 18:30:00
524,New York City,,,NY,1959-03-01 23:00:00
525,Miami,,SPHERE,FL,1959-04-01 01:00:00
526,Mendham,,DISK,NJ,1959-04-15 21:00:00
527,Baden,,CYLINDER,PA,1959-04-26 19:00:00
528,Columbus,,LIGHT,OH,1959-05-01 18:30:00
529,El Sobrante,YELLOW,CIRCLE,CA,1959-05-05 09:00:00
530,Evanston,,,IL,1959-05-15 04:00:00
531,Cincinnati,,DISK,OH,1959-05-30 17:00:00
532,Wabash River,,CIRCLE,IN,1959-06-01 08:00:00
533,Nashville,,,TX,1959-06-01 12:00:00
534,Orange,,CYLINDER,CT,1959-06-01 12:00:00
535,Sidney,,LIGHT,OH,1959-06-01 18:30:00
536,Nelson,,CIGAR,NE,1959-06-01 22:00:00
537,Arvada,,CIRCLE,CO,1959-06-05 13:00:00
538,Monroe,,,MI,1959-06-10 13:00:00
539,Missoula,,,MT,1959-06-15 01:00:00
540,Minneapolis,,OTHER,MN,1959-06-15 08:30:00
541,Campbell,,DISK,CA,1959-06-15 10:00:00
542,Buffalo,,LIGHT,WV,1959-06-15 23:00:00
543,Minneapolis,,FORMATION,MN,1959-06-23 22:00:00
544,Globe,,RECTANGLE,AZ,1959-06-28 13:00:00
545,Campbellsport,,CIRCLE,WI,1959-06-30 14:00:00
546,New York City,,OVAL,NY,1959-06-30 20:00:00
547,Phoenix,,DISK,AZ,1959-06-30 21:00:00
548,Strathmore,,DISK,CA,1959-07-01 01:00:00
549,Castle Rock,,CIGAR,WA,1959-07-01 20:00:00
550,Gardner Lake,,OVAL,ME,1959-07-04 20:00:00
551,Long Beach,,LIGHT,CA,1959-07-07 23:00:00
552,Nort Sutton,,,NH,1959-07-15 12:00:00
553,New Albany,,CIGAR,IN,1959-07-15 23:00:00
554,Worcester,,OTHER,MA,1959-07-16 18:00:00
555,Salem,,DISK,OH,1959-07-19 01:00:00
556,Fort Lauderdale,,LIGHT,FL,1959-07-20 21:30:00
557,Allendale,,LIGHT,KY,1959-07-22 14:30:00
558,Golden,,DISK,TX,1959-08-01 18:00:00
559,Reseda,,DISK,CA,1959-08-10 01:30:00
560,Troy,,,NY,1959-08-13 21:00:00
561,Jewett,,LIGHT,NY,1959-08-13 22:30:00
562,Roswell,,,NM,1959-08-15 15:00:00
563,Mohave,,LIGHT,CA,1959-08-15 21:00:00
564,Lake Bonita,,FIREBALL,NM,1959-08-20 03:00:00
565,Fallon,,OVAL,NV,1959-09-15 00:00:00
566,Goldfield,,LIGHT,NV,1959-09-15 01:00:00
567,Dayton,,DISK,OH,1959-09-15 11:30:00
568,New York City,,OTHER,NY,1959-10-01 16:00:00
569,Jacksonville,,,IL,1959-10-01 19:00:00
570,Duluth,,,WI,1959-10-01 20:45:00
571,Duluth,,,WI,1959-10-05 18:30:00
572,Rock Hill,,TRIANGLE,SC,1959-10-05 19:00:00
573,Marysville,,OTHER,WA,1959-10-15 00:00:00
574,Four States,RED,SPHERE,WV,1959-10-16 22:30:00
575,Starke,,SPHERE,FL,1959-11-11 20:00:00
576,Lafayette,,CIRCLE,IN,1959-11-15 01:30:00
577,Los Angeles,,DISK,CA,1959-12-20 18:30:00
578,Tehachapi,,FIREBALL,CA,1959-12-30 18:35:00
579,Del Mar,,,CA,1959-12-30 23:00:00
580,Bristol,,DISK,VA,1960-01-15 22:00:00
581,St. Paul,,CIGAR,MN,1960-02-01 22:15:00
582,Hartwell,,CIGAR,GA,1960-02-01 23:00:00
583,Winston-Salem,,CIGAR,NC,1960-02-18 21:00:00
584,Houston,,TRIANGLE,TX,1960-03-12 23:00:00
585,Houston,,OTHER,TX,1960-04-01 21:00:00
586,Tucson,,LIGHT,AZ,1960-05-01 20:00:00
587,Schenectady,,,NY,1960-05-15 00:00:00
588,Terre Haute,,OTHER,IN,1960-05-15 18:00:00
589,Great Bend,,OTHER,KS,1960-06-01 00:00:00
590,Salt Lake City,,DISK,UT,1960-06-01 00:00:00
591,Seattle,GREEN,OVAL,WA,1960-06-01 00:00:00
592,Yakima,,OTHER,WA,1960-06-01 02:30:00
593,Palmdale,,DISK,CA,1960-06-01 12:00:00
594,Sacramento,,CIGAR,CA,1960-06-01 12:00:00
595,Chadd's Ford,,CYLINDER,PA,1960-06-01 13:00:00
596,New Jersey,,CIGAR,NJ,1960-06-01 13:00:00
597,Watervliet,,DISK,MI,1960-06-01 18:00:00
598,Vassalboro,,OVAL,ME,1960-06-01 20:00:00
599,Silverfdale,,VARIOUS,WA,1960-06-01 22:00:00
600,Santa Ana,,DISK,CA,1960-06-03 18:00:00
601,Cape Canaveral,,FIREBALL,FL,1960-06-06 12:00:00
602,Philadelphia,,SPHERE,PA,1960-06-10 18:00:00
603,Barstow-Baker,,DISK,CA,1960-06-11 02:00:00
604,Great Falls,,FORMATION,MT,1960-06-12 14:30:00
605,Quincy,,DISK,CA,1960-06-13 02:00:00
606,Baltimore,,OTHER,MD,1960-06-15 21:00:00
607,Kansas City,,DISK,KS,1960-06-15 21:45:00
608,Chicago,,OVAL,IL,1960-06-18 23:00:00
609,East Bernstadt,,DISK,KY,1960-06-21 14:00:00
610,Albertson,,,NY,1960-06-30 00:00:00
611,Litchfield,,OTHER,PA,1960-06-30 12:00:00
612,Portland,,DISK,OR,1960-06-30 20:30:00
613,none,,DISK,NV,1960-07-01 12:00:00
614,Stevens,,OTHER,MN,1960-07-01 12:00:00
615,Portland,,,OR,1960-07-01 20:00:00
616,New Berlin,,CIRCLE,WI,1960-07-04 21:30:00
617,Springdale,,FORMATION,AR,1960-07-07 22:00:00
618,La Verne,ORANGE YELLOW,CIRCLE,CA,1960-07-15 01:00:00
619,Pacific Coast Highway,,,CA,1960-07-15 10:00:00
620,Goldsboro,,SPHERE,NC,1960-07-15 16:00:00
621,Amarillo,,DIAMOND,TX,1960-07-15 21:00:00
622,Upland,,CIRCLE,CA,1960-07-30 21:00:00
623,Allentown,,CYLINDER,PA,1960-08-01 12:00:00
624,Taftville,,DISK,CT,1960-08-01 15:00:00
625,Boston,,DISK,MA,1960-08-01 18:00:00
626,Carteret,,CIGAR,NJ,1960-08-01 18:00:00
627,Crystal,,CIRCLE,WI,1960-08-01 23:00:00
628,Cherokee,,FIREBALL,NC,1960-08-02 23:00:00
629,Belmont,,CIRCLE,NY,1960-08-10 01:00:00
630,Watchung,RED,CIGAR,NJ,1960-08-10 18:00:00
631,Cottonwood,,,WA,1960-08-13 19:00:00
632,Saugus,,CIRCLE,MA,1960-08-15 15:00:00
633,Framingham,,OVAL,MA,1960-08-15 16:00:00
634,Long Beach,,OTHER,CA,1960-08-17 21:10:00
635,Pittsburgh,,SPHERE,PA,1960-08-20 21:30:00
636,Dickinson,,CIRCLE,ND,1960-08-28 21:00:00
637,Buffalo,,OVAL,NY,1960-09-05 21:00:00
638,Wichita,,OVAL,KS,1960-09-10 10:00:00
639,Kingsport,ORANGE,CIRCLE,TN,1960-09-15 19:00:00
640,Seattle,,DISK,WA,1960-09-15 20:30:00
641,Susanville,,,CA,1960-09-15 21:00:00
642,Kaneohe,,LIGHT,HI,1960-10-10 20:00:00
643,Burnsville,,,MN,1960-10-18 00:00:00
644,Westbury,,DISK,NY,1960-11-02 18:00:00
645,Sumner,,SPHERE,WA,1960-11-11 02:00:00
646,Kansas City,,,KS,1960-11-15 22:00:00
647,Santa Clara,,CIRCLE,CA,1961-01-01 12:00:00
648,Kendallville,,CIRCLE,IN,1961-01-01 13:00:00
649,Lancaster,,DISK,CA,1961-02-02 01:00:00
650,Panhandle,,DIAMOND,TX,1961-02-22 20:00:00
651,McGuire AFB,RED GREEN,SPHERE,NJ,1961-03-12 21:00:00
652,New York City,,CROSS,NY,1961-03-29 00:00:00
653,Shenandoah,,LIGHT,PA,1961-04-01 20:00:00
654,Altus,,CIRCLE,OK,1961-04-15 21:00:00
655,Auburn,,CIGAR,WA,1961-05-01 22:00:00
656,Parris Island,,VARIOUS,SC,1961-05-15 04:00:00
657,Alpine,,DISK,UT,1961-06-01 00:00:00
658,no data,,TEARDROP,NY,1961-06-01 18:00:00
659,Opa Locka,,OTHER,FL,1961-06-01 18:00:00
660,Carrollton,,,TX,1961-06-10 19:30:00
661,Huntsville,,TRIANGLE,AL,1961-06-15 12:00:00
662,Richardson,GREEN,LIGHT,TX,1961-06-15 15:00:00
663,Frederick,,LIGHT,OK,1961-06-15 20:30:00
664,Chicago,,DISK,IL,1961-06-17 19:00:00
665,Webster Groves,,CIRCLE,MO,1961-06-20 00:00:00
666,Dallas,,DISK,GA,1961-06-22 00:00:00
667,Greensboro,,CIGAR,NC,1961-06-30 08:00:00
668,Orlando,,DISK,FL,1961-06-30 15:00:00
669,La Mirada,ORANGE,CIGAR,CA,1961-06-30 19:00:00
670,Rotan,,SPHERE,TX,1961-06-30 22:00:00
671,Lawrenceville,,CIRCLE,GA,1961-07-01 21:00:00
672,West Haven,,LIGHT,CT,1961-07-08 21:00:00
673,Sapulpa,,,OK,1961-07-15 01:00:00
674,Gettysburg,,CIGAR,PA,1961-07-15 11:00:00
675,Mount Hope,,,WV,1961-07-15 23:00:00
676,Newberg,,EGG,OR,1961-07-15 23:30:00
677,Arlington Heights,,DISK,IL,1961-07-16 19:50:00
678,Mill Valley,,DISK,CA,1961-08-01 00:00:00
679,Glenshaw,,DISK,PA,1961-08-05 21:15:00
680,Pittsburgh,,SPHERE,PA,1961-08-05 23:00:00
681,Palatine,ORANGE,DISK,IL,1961-08-09 20:00:00
682,New York City,,DISK,NY,1961-08-15 19:00:00
683,Evendale,,,OH,1961-08-30 00:00:00
684,Fort Benning,,DISK,GA,1961-09-01 18:46:00
685,Toledo,,LIGHT,OH,1961-09-01 20:30:00
686,Wahoo,,EGG,NE,1961-09-15 20:00:00
687,Toledo,,SPHERE,OH,1961-10-01 03:00:00
688,Tulsa,,DISK,OK,1961-10-01 03:30:00
689,Nashville,,DISK,TN,1961-10-01 19:00:00
690,Graham,,TRIANGLE,NC,1961-10-01 22:00:00
691,Bristol,,SPHERE,TN,1961-10-10 19:00:00
692,Indialantic,,OVAL,FL,1961-10-15 18:00:00
693,Bakersfield,RED,CIRCLE,CA,1961-11-11 23:00:00
694,Leesville,,FLASH,SC,1961-11-26 10:00:00
695,Bartow,,SPHERE,FL,1961-12-17 21:00:00
696,Forestburg,,SPHERE,TX,1961-12-26 20:00:00
697,Key West,,SPHERE,FL,1962-01-01 08:00:00
698,Fayetteville,,CIRCLE,NC,1962-02-19 21:00:00
699,Snohomish,,DIAMOND,WA,1962-03-01 08:00:00
700,Wendover,,DISK,UT,1962-03-03 03:00:00
701,Clayton,,,NC,1962-03-08 21:00:00
702,Camden,,SPHERE,OH,1962-03-15 10:00:00
703,Shenandoah,YELLOW,LIGHT,PA,1962-03-31 21:00:00
704,Huntingdon,GREEN,,GA,1962-04-15 21:00:00
705,Acoma,,CYLINDER,NM,1962-05-15 21:00:00
706,Toms River,,DISK,NJ,1962-05-15 21:00:00
707,Pittsburg,RED,VARIOUS,OK,1962-05-15 21:30:00
708,Whitehouse,,LIGHT,NJ,1962-05-20 23:00:00
709,Garland,,DISK,TX,1962-05-30 20:00:00
710,Bartlesville,,,OK,1962-06-01 00:00:00
711,Charleston,,DISK,SC,1962-06-01 12:00:00
712,Ellwood City,,DISK,PA,1962-06-01 12:00:00
713,Liberty Homes,,SPHERE,SC,1962-06-01 12:00:00
714,San Francisco,,CIRCLE,CA,1962-06-01 19:00:00
715,Aurora,,LIGHT,CO,1962-06-01 20:00:00
716,Benton,,DISK,IL,1962-06-01 21:30:00
717,Lempster,,CIRCLE,NH,1962-06-14 19:45:00
718,Castle Rock,,SPHERE,WA,1962-06-15 00:00:00
719,Lawrence County,,DISK,IL,1962-06-15 19:30:00
720,Booneville,,DISK,NC,1962-06-15 20:00:00
721,IL,,DISK,IL,1962-06-15 21:30:00
722,Joyce,,OTHER,WA,1962-06-16 23:30:00
723,Ossining,,,NY,1962-06-25 02:00:00
724,Orlando,,SPHERE,FL,1962-06-30 00:00:00
725,Granada Hills,,SPHERE,CA,1962-06-30 02:00:00
726,Cadiz,,,CA,1962-06-30 07:00:00
727,Royal Oak,,DISK,MI,1962-06-30 17:30:00
728,Bethpage,,TRIANGLE,NY,1962-06-30 18:00:00
729,Bay Area,,DISK,CA,1962-06-30 19:00:00
730,Miami,,OVAL,FL,1962-07-01 00:00:00
731,Chicago,,DISK,IL,1962-07-01 22:00:00
732,Seattle,,OTHER,WA,1962-07-01 22:00:00
733,Spearman,,,TX,1962-07-04 21:00:00
734,Lindsay,,CYLINDER,OK,1962-07-07 02:00:00
735,Tannersville,,LIGHT,NY,1962-07-10 10:00:00
736,Avon-by-the-Sea,ORANGE,VARIOUS,NJ,1962-07-15 02:00:00
737,Chicago,,OTHER,IL,1962-07-15 19:00:00
738,East Windsor,ORANGE,CIRCLE,CT,1962-07-15 21:00:00
739,Frankfort,,OVAL,MI,1962-07-15 21:00:00
740,Mentor,,DISK,OH,1962-07-15 21:00:00
741,Sunrise Beach,,CYLINDER,MO,1962-07-15 23:00:00
742,Burkesville,,DISK,KY,1962-07-20 18:00:00
743,Springdale,,LIGHT,AR,1962-07-20 21:00:00
744,Rensselaer,,OTHER,NY,1962-07-24 12:00:00
745,Savannah,,DISK,GA,1962-08-01 15:00:00
746,Beaverton,,TRIANGLE,OR,1962-08-01 19:30:00
747,Ship's Bottom,,,NJ,1962-08-01 23:00:00
748,Lodi,RED,OTHER,OH,1962-08-08 14:00:00
749,Wellington,,,KS,1962-08-10 15:00:00
750,Denver,,DISK,CO,1962-08-15 17:30:00
751,Nenana,,OVAL,AK,1962-08-15 19:00:00
752,Ann Arbor,,DISK,MI,1962-08-15 20:00:00
753,Haverhill,,DISK,MA,1962-08-16 12:00:00
754,San Juan Island,,DISK,WA,1962-09-01 12:00:00
755,Seattle,,CIRCLE,WA,1962-09-01 12:00:00
756,Hopewell,,LIGHT,VA,1962-09-01 15:00:00
757,St. Louis,,SPHERE,MO,1962-09-04 15:30:00
758,Wisconsin,ORANGE,DISK,WI,1962-09-14 17:30:00
759,Severn,,,NC,1962-09-15 14:00:00
760,Island Beach State Park,,DISK,NJ,1962-09-15 18:00:00
761,Savannah,,OVAL,GA,1962-09-29 22:00:00
762,Ft. Lee,,,VA,1962-10-15 00:00:00
763,Chicago,,OTHER,IL,1962-10-15 22:30:00
764,Valparaiso,,CIGAR,FL,1962-11-01 18:00:00
765,Pharr,,CHEVRON,TX,1962-11-09 20:30:00
766,Alameda Naval Air Station,,,CA,1962-11-15 14:00:00
767,Runge,,SPHERE,TX,1962-11-15 21:00:00
768,New York City,,CIGAR,NY,1962-12-21 23:21:00
769,Markleville,,DISK,CA,1963-01-01 10:00:00
770,Helena,,DIAMOND,MT,1963-01-01 22:00:00
771,Holyoke,,DISK,MA,1963-01-20 22:00:00
772,Cape May Court House,,,NJ,1963-02-21 21:30:00
773,Husten,,,TX,1963-02-23 11:30:00
774,Normandy Park,,CYLINDER,WA,1963-03-15 13:00:00
775,Great Lakes,,DISK,IL,1963-03-15 17:30:00
776,Tucson,,TRIANGLE,AZ,1963-04-01 07:00:00
777,Vero Beach,,DISK,FL,1963-04-07 20:00:00
778,Russellton,,SPHERE,PA,1963-04-10 00:00:00
779,Lompoc,,DISK,CA,1963-04-15 19:30:00
780,Alexandria,RED,LIGHT,VA,1963-04-20 17:00:00
781,Lynn,,DISK,MA,1963-05-07 03:00:00
782,New York City,,OTHER,NY,1963-05-15 07:00:00
783,Towson,,OVAL,MD,1963-05-15 14:00:00
784,Tishimingo,,VARIOUS,OK,1963-05-15 22:00:00
785,Emporia,,RECTANGLE,KS,1963-05-30 17:30:00
786,Cocoa,,,FL,1963-06-01 00:00:00
787,Houston,,,TX,1963-06-01 00:00:00
788,San Francisco,,DISK,CA,1963-06-01 00:00:00
789,St. Louis County,,CIGAR,MO,1963-06-01 02:00:00
790,Williamsport,RED,OTHER,MD,1963-06-01 08:00:00
791,Gonzales,,CIGAR,TX,1963-06-01 08:30:00
792,Albemarle,,DISK,NC,1963-06-01 11:00:00
793,Houston,,CIGAR,TX,1963-06-01 12:00:00
794,Kirksey,,TRIANGLE,KY,1963-06-01 13:00:00
795,Waukegan,,FORMATION,IL,1963-06-01 16:00:00
796,Royal Oak,RED,TRIANGLE,MI,1963-06-01 18:00:00
797,Laguna Beach,,LIGHT,CA,1963-06-01 20:00:00
798,Rodeo,,SPHERE,CA,1963-06-01 21:00:00
799,Big Kandiyohi Lake,,LIGHT,MN,1963-06-01 22:00:00
800,Colorado Springs,,DISK,CO,1963-06-01 23:00:00
801,Fort Collins,,CIGAR,CO,1963-06-10 03:00:00
802,Menasha,,CIRCLE,WI,1963-06-11 11:00:00
803,Hollywood,,DISK,FL,1963-06-15 01:00:00
804,Milford,,OTHER,CT,1963-06-15 03:00:00
805,Washougal,,,WA,1963-06-15 03:33:00
806,North St. Paul,,DISK,MN,1963-06-15 11:30:00
807,Jonesboro,,CIGAR,AR,1963-06-15 18:00:00
808,Sacramento,,CYLINDER,CA,1963-06-15 18:15:00
809,Newaygo,,SPHERE,MI,1963-06-15 19:00:00
810,Trion,,CIRCLE,GA,1963-06-15 21:00:00
811,Newburgh,,OTHER,NY,1963-06-15 22:00:00
812,Mansfield,,LIGHT,CT,1963-06-27 19:00:00
813,Johnstown,,RECTANGLE,PA,1963-06-30 00:00:00
814,Zebulon,,OTHER,NC,1963-06-30 00:00:00
815,Newark,,DISK,TX,1963-06-30 06:00:00
816,Salt Lake City,,DISK,UT,1963-06-30 13:00:00
817,Anaheim,,DISK,CA,1963-06-30 14:00:00
818,New York City,,OVAL,NY,1963-07-01 16:00:00
819,Jonesboro,,DISK,AR,1963-07-01 18:00:00
820,Lincoln,,OTHER,MO,1963-07-01 21:00:00
821,Lincoln,,OTHER,MO,1963-07-01 21:12:00
822,Tucson,,OTHER,AZ,1963-07-02 19:30:00
823,East Vassalboro,ORANGE,TRIANGLE,ME,1963-07-03 21:00:00
824,Evanston,,DISK,IL,1963-07-10 20:00:00
825,Albert Lea,BLUE,OVAL,MN,1963-07-11 20:00:00
826,Hornell,,,NY,1963-07-14 21:30:00
827,Mantua,,CIRCLE,NJ,1963-07-15 00:00:00
828,Weingarten,,DISK,MO,1963-07-15 00:00:00
829,Kimberling City,,DISK,MO,1963-07-15 10:30:00
830,Great Lakes,,DISK,IL,1963-07-15 18:00:00
831,Great Lakes,,CIRCLE,IL,1963-07-15 21:00:00
832,Virginia Beach,,CIRCLE,VA,1963-07-15 21:00:00
833,Oklahoma City,,LIGHT,OK,1963-07-15 22:00:00
834,Santa Ana,,LIGHT,CA,1963-07-15 22:30:00
835,Portland,,SPHERE,OR,1963-07-15 23:00:00
836,Boston,,TRIANGLE,MA,1963-07-17 09:00:00
837,Tupelo,,DISK,MS,1963-07-20 19:30:00
838,Amsterdam,,DISK,NY,1963-08-01 02:00:00
839,Compton,,LIGHT,CA,1963-08-01 22:00:00
840,Wenatchee,,FORMATION,WA,1963-08-01 22:00:00
841,Fresno,,OTHER,CA,1963-08-10 22:00:00
842,Riverside,,DISK,OH,1963-08-12 21:00:00
843,Claycomo,,,MO,1963-08-15 06:00:00
844,Camas,,,WA,1963-08-20 02:30:00
845,Broadalbin,,LIGHT,NY,1963-08-23 22:00:00
846,Belchertown,BLUE,,MA,1963-08-25 22:00:00
847,New York City,,CIRCLE,NY,1963-10-03 21:00:00
848,Millington,,DISK,NJ,1963-10-04 00:00:00
849,Prince George,,DISK,VA,1963-10-04 19:10:00
850,Laurel,,OVAL,MS,1963-10-09 21:30:00
851,Danville,,DISK,IN,1963-10-20 19:00:00
852,Engelwood Cliffs,,,NJ,1963-11-01 00:00:00
853,Rome,,OVAL,GA,1963-12-10 23:00:00
854,El Cerrito,,FIREBALL,CA,1964-01-10 20:00:00
855,Omaha,,SPHERE,NE,1964-01-25 20:30:00
856,Bristow,,,OK,1964-03-01 20:00:00
857,Cherry Valley,,CIRCLE,CA,1964-03-29 21:00:00
858,Fries,,CYLINDER,VA,1964-03-30 13:00:00
859,Miami,,OTHER,FL,1964-04-03 18:00:00
860,Valley Station,,OTHER,KY,1964-04-15 19:00:00
861,Bancroft,,LIGHT,MI,1964-04-15 20:30:00
862,Seattle,,DISK,WA,1964-04-15 22:00:00
863,Orangevale,,LIGHT,CA,1964-05-01 22:00:00
864,Rangely,,,CO,1964-05-05 01:00:00
865,Pineville,,,KY,1964-05-10 02:00:00
866,Hardwick,,DISK,VT,1964-05-15 10:15:00
867,Texarkana,,DISK,AR,1964-05-15 12:00:00
868,Covina,,CIGAR,CA,1964-05-15 15:00:00
869,Covina,,CIGAR,CA,1964-05-15 15:00:00
870,Walden,,CIGAR,VT,1964-05-15 19:30:00
871,Cave Springs,,,GA,1964-05-16 08:00:00
872,Haltom City,,LIGHT,TX,1964-06-01 04:30:00
873,Sallisaw,,LIGHT,OK,1964-06-01 15:00:00
874,Butler,,,PA,1964-06-01 16:00:00
875,Los Angeles,,DISK,CA,1964-06-01 20:00:00
876,North Yakima,BLUE,CIRCLE,WA,1964-06-01 21:30:00
877,New York City,,DISK,NY,1964-06-05 10:00:00
878,Baltimore,,SPHERE,MD,1964-06-09 21:00:00
879,Montrose,BLUE,LIGHT,CO,1964-06-10 03:00:00
880,Chicago,ORANGE,CIRCLE,IL,1964-06-10 22:00:00
881,Auburndale,,CIRCLE,MA,1964-06-11 20:15:00
882,Dedham,,CIRCLE,MA,1964-06-11 21:40:00
883,Reno,,DISK,NV,1964-06-14 13:00:00
884,Winnamucca,,LIGHT,NV,1964-06-15 01:00:00
885,Miami,,LIGHT,FL,1964-06-15 06:00:00
886,Great Falls,,SPHERE,MT,1964-06-15 11:00:00
887,Tulsa,,CIRCLE,OK,1964-06-15 13:00:00
888,Milan,RED,SPHERE,TN,1964-06-15 21:00:00
889,Anchorville,,DISK,MI,1964-06-15 21:30:00
890,Marble Falls,,LIGHT,TX,1964-06-15 22:00:00
891,Destrehan,,LIGHT,LA,1964-06-15 23:00:00
892,Tucson,,TRIANGLE,AZ,1964-06-19 20:00:00
893,Thompson,,DISK,GA,1964-06-22 14:00:00
894,Alexandria,RED,DISK,VA,1964-06-28 21:00:00
895,Atlanta,,VARIOUS,GA,1964-06-29 21:50:00
896,Ontonagon,,RECTANGLE,MI,1964-06-30 01:00:00
897,Hoquiam,,OTHER,WA,1964-06-30 14:00:00
898,Ft. Wayne,,TRIANGLE,IN,1964-06-30 18:00:00
899,Lewistown,,OTHER,IL,1964-06-30 21:30:00
900,Paloma,ORANGE,OTHER,CA,1964-06-30 22:00:00
901,Laurel Springs,,OTHER,NJ,1964-07-01 12:00:00
902,Omaha,,DISK,NE,1964-07-01 20:00:00
903,Wautoma,,LIGHT,WI,1964-07-07 21:30:00
904,no data,,LIGHT,PA,1964-07-08 00:00:00
905,Chicago,,DISK,IL,1964-07-09 22:30:00
906,Defiance,,LIGHT,OH,1964-07-10 22:00:00
907,Drew,,CIRCLE,OR,1964-07-12 12:00:00
908,Hamilton,RED,OVAL,MT,1964-07-14 13:00:00
909,Dayton,,DISK,OH,1964-07-15 08:00:00
910,Brunswick,,FORMATION,GA,1964-07-15 12:00:00
911,Washington,,OTHER,MO,1964-07-15 15:00:00
912,Fishersville,,FIREBALL,VA,1964-07-15 19:00:00
913,Las Vegas,,CIRCLE,NV,1964-07-15 23:00:00
914,Rosebush,,,MI,1964-07-16 01:00:00
915,New Jersey,,LIGHT,NJ,1964-07-20 20:00:00
916,Holden,,LIGHT,MA,1964-07-31 22:00:00
917,Stonington,,DISK,CT,1964-08-01 06:00:00
918,Chicago,,FORMATION,IL,1964-08-01 09:30:00
919,Duquesne,,CIGAR,PA,1964-08-01 15:00:00
920,Samuel-,,FIREBALL,KY,1964-08-01 19:30:00
921,Charlestown,,LIGHT,RI,1964-08-01 20:00:00
922,Morro Bay,,TRIANGLE,CA,1964-08-01 21:00:00
923,Boston,,CIRCLE,MA,1964-08-04 09:30:00
